Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Gachibowli|Gachibowli to mokila village gated community hmda approved plots for sale. 70% hdfc bank loans near to reliance green village, Subishi windsor vill...|1200000|267|0||2013-01-21||99acres.com|www.99acres.com/Residential-Land-in-Gachibowli-Hyderabad-for-Sale-spid-N8091169|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Pragati Nagar|Brand new 2 bhk flat for sale at pragathi nagar,10 min drive from jntu junction,20 min from hi-Tech city,Very proximity to super market, Cafe co...|2505000|111|2||2013-01-22|http://mediacdn.99acres.com/3370/347/16/6956810T-1357550408.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Pragati-Nagar-Hyderabad-2-Bedroom-bhk-for-Sale-spid-Y8433021|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Beeramguda|Price is negotiable.Brand new independent house, very property located at beeramguda main area.Independent house of 2bhk with ground floor.Ready...|4600000|180|2||2013-01-22|http://mediacdn.99acres.com/277/12/5552785T-1340771698.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Beeramguda-Hyderabad-2-Bedroom-bhk-for-Sale-spid-R6800947|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Gachibowli|Farm land available near chilkur balaji templeWell developed plots at chilkur 10kms before pragati resorts,4.5kms from chilkur balaji,250 acres t...|1750000|1000|0||2013-01-23|http://mediacdn.99acres.com/3370/348/10/6970074T-1357709939.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Gachibowli-Hyderabad-for-Sale-spid-K8447793|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Gachibowli|The combination of smart design and efficient use of space makes for smart living at a smart price. An answer to own your own home and a solution t...|6500000|159|3||2013-01-23|http://mediacdn.99acres.com/335/13/6713084T-1354896364.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Gachibowli-Hyderabad-3-Bedroom-bhk-for-Sale-spid-X8176087|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Kondapur|A residential apt for sale with all basic facilities at door step..|3600000|133|2||2013-01-23||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Kondapur-Hyderabad-2-Bedroom-bhk-for-Sale-spid-J8292575|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Independent House/Villa in kukatpally|100% loan avl full water manjera avl 4km to jntu hi tech city 8km near to kukatpally loan at lic housing f|6100000|244|3||2013-01-23|http://mediacdn.99acres.com/3370/354/12/7092770T-1358909160.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-kukatpally-Hyderabad-3-Bedroom-bhk-for-Sale-spid-R8575815|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|4 Bedroom, Independent House/Villa in Trimulgherry|Gated community - Swimming pool, Club house, Children play area, Jogging track, Gym, Games, Yoga, Library, Multipurpose hall land scarping, Undergr...|12100000|344|4||2013-01-23|http://mediacdn.99acres.com/3370/354/8/7088796T-1358853304.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Trimulgherry-Secunderabad-4-Bedroom-bhk-for-Sale-spid-T8572421|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Badangpet|The fast developing nadergul area offers customers a pollution-Free and nature friendly environment for healthy living, rajyalakshmi nagar  is cent...|1650000|80|2||2013-01-21|http://mediacdn.99acres.com/272/14/5454165T-1339062064.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Badangpet-Hyderabad-2-Bedroom-bhk-for-Sale-spid-C6648193|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Kothur|Hmda lp.No:9/lo/hmda/2009About lotus gardensHyderabad city is witnessing rapid economic growth, Being a preferred location for major software com...|597000|240|0||2013-01-22|http://mediacdn.99acres.com/3370/343/19/6879530T-1356678181.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Kothur-Hyderabad-for-Sale-spid-N8352965|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Gachibowli|Lanco Hills & Domina - Near Gachibowli: The 'high life' stands redefined at lanco hills. Architecturally perfect, The residential towers majestical...|8596000|251|3||2013-01-22|http://mediacdn.99acres.com/318/4/6364030T-1351226158.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Gachibowli-Hyderabad-3-Bedroom-bhk-for-Sale-spid-Z7816097|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Sainikpuri|3 bhk new flat for sale, Under construction, East facing, Available in 1 /3 /5 th floors,|5000000|195|3||2013-01-21|http://mediacdn.99acres.com/3370/339/15/6795408T-1355829124.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Sainikpuri-Secunderabad-3-Bedroom-bhk-for-Sale-spid-X8268303|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Beeramguda|Independent house for sale with all the required facilities and amenities, Very near to shopping malls, Bus stops, And all other facilities.. Immed...|3700000|160|2||2013-01-21|http://mediacdn.99acres.com/295/16/5916364T-1346047799.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Beeramguda-Hyderabad-2-Bedroom-bhk-for-Sale-spid-S7305037|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Ramoji Film city|Janaharsha group has started vits operation in 1996.With support registration facility in all its ventrues from the day one. Janaharshas estates wi...|2000000|1200|0||2013-01-21|http://mediacdn.99acres.com/3370/352/1/7041848T-1358402460.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Ramoji-Film-city-Hyderabad-for-Sale-spid-G8521141|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|4 Bedroom, Independent House/Villa in Jubilee Hills|An independent villa/house for sale in jubilee hills at prime location of hyderabad. Interested person can contact directly for further queries.|60000000|600|4||2013-01-23||99acres.com|www.99acres.com/Independent-House/Villa-in-Jubilee-Hills-Hyderabad-4-Bedroom-bhk-for-Sale-spid-T8145517|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Hyd-South/Others|We deal all kinds of properties ranging from 1 acre to 10000 acres 1 lakhs to 10 crores. Low price card reat 100 syd to 1000 syd  Kindly contact ...|1000000|4840|0||2013-01-22|http://mediacdn.99acres.com/3370/354/13/7093576T-1358920019.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Hyd-South/Others-Hyderabad-for-Sale-spid-Q8574061|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Gachibowli|Hmda approved layouts with all modern amenities in the gated community.Plots are available in different variants.70% loan facility is provided...|0|240|0||2013-01-23|http://mediacdn.99acres.com/3370/339/17/6797532T-1355850369.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Gachibowli-Hyderabad-for-Sale-spid-B8269429|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Boduppal|Venkatadri Heights - Uppal: About projectThis project is designed in 5 blocks, Complied with 100% vastu, Independent walls, (No common walls) for ...|2734000|155|3||2013-01-21|http://mediacdn.99acres.com/324/16/6496174T-1352454903.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Boduppal-Secunderabad-3-Bedroom-bhk-for-Sale-spid-J7946945|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Shadnagar|Open plots available just for rs.1.99l for 133 sq.Yards & villas  shadnagar from bulding blocks (Crisil verified & iso 9001:2008 certified company)...|225000|133|0||2013-01-21|http://mediacdn.99acres.com/3370/354/3/7083208T-1358785264.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Shadnagar-Greater Hyderabad-for-Sale-spid-P8566309|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Somajiguda|Fully furnished 3-Bedroom flat for sale 1600 sft with genderator backup,Granite flooring & car-Parking behind coffeeday somajiguda.A)3 bedroom wi...|8500000|177|3||2013-01-22|http://mediacdn.99acres.com/3370/354/3/7083864T-1358824560.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Somajiguda-Hyderabad-3-Bedroom-bhk-for-Sale-spid-Q8567043|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|4 Bedroom, Independent House/Villa in Beeramguda|127sq.Yrd, 4bhk,  East facing  gree diamond homes brand new independent house for sale in beeramguda. Price is negotiable.Near to bhel, With car p...|5400000|254|4||2013-01-21|http://mediacdn.99acres.com/3370/353/15/7075066T-1358735639.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Beeramguda-Hyderabad-4-Bedroom-bhk-for-Sale-spid-L8557891|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Ashok Nagar|Ashoknager near bhel  already constructed  house, Cost 52l.|5200000|200|2||2013-01-21||99acres.com|www.99acres.com/Independent-House/Villa-in-Ashok-Nagar-Hyderabad-2-Bedroom-bhk-for-Sale-spid-Q8560219|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Gachibowli|Residential plot for sale in gopanpally near gachibowli, With all amenities near by place. Interested person can contact directly for further queri...|500000|200|0||2013-01-22|http://mediacdn.99acres.com/3370/350/0/7000008T-1357913764.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Gachibowli-Hyderabad-for-Sale-spid-Q8477461|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Independent House/Villa in Beeramguda|A place where there's a perfect home for everyoneN.R.I homes truly encompasses the modern idea of elegant and comfortable living in this new resi...|5400000|133|3||2013-01-22||99acres.com|www.99acres.com/Independent-House/Villa-in-Beeramguda-Hyderabad-3-Bedroom-bhk-for-Sale-spid-H8350861|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Jubilee Hills|The Serenade - Nandagiri Hills, Jubilee Hills: Overview:Maruti rich ventures pvt.Ltd is 5 years old construction company. The company has grown s...|22500000|333|3||2013-01-21|http://mediacdn.99acres.com/3370/342/12/6852578T-1356365884.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Jubilee-Hills-Hyderabad-3-Bedroom-bhk-for-Sale-spid-T8326239|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Nallakunta|A beautiful independent house for sale  in adikemt(Nallakunta) for   with all the required facilities and amenities,|2500000|70|2||2013-01-21|http://mediacdn.99acres.com/267/5/5345983T-1337167264.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Nallakunta-Hyderabad-2-Bedroom-bhk-for-Sale-spid-I6481609|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Miyapur|KSR's Sri Jaya Castle - Nizampet: Hurry up... Flats with good quality at low costWelcome to ksr constructions projects in nizampet to find your dr...|2974000|169|3||2013-01-22|http://mediacdn.99acres.com/3370/354/11/7091216T-1358865666.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Miyapur-Hyderabad-3-Bedroom-bhk-for-Sale-spid-B8574545|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Shad nagar|Spectra group a prominent company having rich experience in land development and construction over 10 years. Delivering the product with the best q...|1490000|111|2||2013-01-22|http://mediacdn.99acres.com/3370/354/8/7088008T-1358849704.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Shad-nagar-Hyderabad-2-Bedroom-bhk-for-Sale-spid-K8571597|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in LB Nagar|MDVR Palace - L.B.Nagar: Home a place which you can call your own. an address that reflects your taste for fine living. an abode that lets you real...|2565000|119|2||2013-01-21|http://mediacdn.99acres.com/294/6/5886154T-1345704240.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-LB-Nagar-Hyderabad-2-Bedroom-bhk-for-Sale-spid-X7265241|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|6 Bedroom, Independent House/Villa in Madhapur|Independent house for sale at madhapur, G + 3 floors.|17000000|500|6||2013-01-22||99acres.com|www.99acres.com/Independent-House/Villa-in-Madhapur-Hyderabad-6-Bedroom-bhk-for-Sale-spid-T8268745|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Bhongir|Kindly go through the photos for project overview.|500000|200|0||2013-01-22|http://mediacdn.99acres.com/3370/342/2/6842270T-1356258004.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Bhongir-Hyderabad-for-Sale-spid-K8315231|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Shad nagar|Suvarna City 1 - Shadnagar: Visit suvarana city 3 and breathe the air of your choice!....Own a plot from rs.50 thousand onwards. international airp...|360000|800|0||2013-01-23|http://mediacdn.99acres.com/207/10/4150323T-1335194829-O5477595_T.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Shad-nagar-Hyderabad-for-Sale-spid-O5477595|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Nagaram Village|Our esteemed company  was set up in 2005,We have hundereds of satisfied customers from inside and outside andhra pradesh. Swati engineers and devel...|3500000|144|2||2013-01-22|http://mediacdn.99acres.com/323/13/6473538T-1352270991.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Nagaram-Village-Secunderabad-2-Bedroom-bhk-for-Sale-spid-C7925065|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Suchitra|Celebrity Homes - Near Suchitra Circle, Bowenpally: About projectcelebrity constructions proudly present its latest project celebrity homes to the ...|3553000|179|3||2013-01-21|http://mediacdn.99acres.com/3370/354/2/7082310T-1358775965.png|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Suchitra-Secunderabad-3-Bedroom-bhk-for-Sale-spid-K8565535|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|4 Bedroom, Residential Apartment in Banjara hills|4bhk as per vastu,2 car paeking,Power backup,Gym,Small function hall,Heart of the city|22000000|366|4||2013-01-21||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Banjara-hills-Hyderabad-4-Bedroom-bhk-for-Sale-spid-R8565515|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|5 Bedroom, Independent House/Villa in Karmanghat|Sas triplex house is a super premium luxury residential project a venture by hyderabads reputed builders sas constructions located at lb nagar - Sa...|8200000|355|5||2013-01-21|http://mediacdn.99acres.com/320/16/6416550T-1351661578.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Karmanghat-Hyderabad-5-Bedroom-bhk-for-Sale-spid-M7866235|2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|||0||0||||99acres.com||2013-01-23 13:08:09 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Madinaguda|4 Square Elegant- Miyapur: Overview:Rishis sai ram projects pvt. Ltd. Is founded on a vision which seeks to usher in a better future by providing ...|3779999|161|3||2013-01-22|http://mediacdn.99acres.com/27/3/543864T-1346738763.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Madinaguda-Hyderabad-3-Bedroom-bhk-for-Sale-spid-C7377319|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Madinaguda|Sai's Wind Flower - Miyapur, Nizampet Road: Sai vennela constuctions is an emerging phenomenon in the real estate landscape of hyderabad. With over...|3278000|130|2||2013-01-22|http://mediacdn.99acres.com/331/5/6625668T-1354660403.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Madinaguda-Hyderabad-2-Bedroom-bhk-for-Sale-spid-P8082515|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Shamshabad|Now is the best time to buy a home! When property prices decline, Opportunities to capitalize present themselves. Today is a buyers market.Fortun...|3200000|133|2||2013-01-22|http://mediacdn.99acres.com/3370/346/9/6929420T-1357232883.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Shamshabad-Greater Hyderabad-2-Bedroom-bhk-for-Sale-spid-W8403605|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Warangal highway|Plots at near shamshabad international airport  and yadagirigutta,Attached 2000 houses with all facilities like children park, Water,Electricity ...|147000|150|0||2013-01-21|http://mediacdn.99acres.com/3370/354/2/7082800T-1358779992.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Warangal-highway-Hyderabad-for-Sale-spid-Y8565855|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Nizampet|Its a 2bhk flat available for sale in a premium location of hyderabad.Spot hot location, Near panchayat office in nizampet.Hurry up, Limited flat...|2255000|122|2||2013-01-22||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Nizampet-Hyderabad-2-Bedroom-bhk-for-Sale-spid-O8568581|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Kothapet|Shravanasri Heights - Bandlaguda Nagole X Road: Vikram enterprises is carefully designed to allow optimum ventilation, Intake of fresh air and lots...|3038000|135|2||2013-01-21|http://mediacdn.99acres.com/317/19/6359026T-1351057738.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Kothapet-Hyderabad-2-Bedroom-bhk-for-Sale-spid-L7810097|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in A.S Rao Nagar|A.S.Rao nagar 2km saket g.R.Reddy nagar new house sale 150 sq yards 1300 sft west face 24 hours water near saket 22 floors towers|3700000|144|2||2013-01-23||99acres.com|www.99acres.com/Independent-House/Villa-in-A.S-Rao-Nagar-Hyderabad-2-Bedroom-bhk-for-Sale-spid-M8576001|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Manikonda|Aryamitra's Lotus Homes - Alkapur Township, Manikonda: Aryamitra's lotus homes is an assortment of 35 two and three bed room flats designed by full...|3910000|188|3||2013-01-22|http://mediacdn.99acres.com/275/15/5515187T-1340096823.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Manikonda-Hyderabad-3-Bedroom-bhk-for-Sale-spid-J6742719|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Shamshabad|Fortune infra developers pvt ltdRoad no.63, Jubilee hills, Hyderabad 33(A 3600 acres integrated township on sri sailam highway nearInternation...|2500000|133|2||2013-01-22|http://mediacdn.99acres.com/3370/353/3/7063354T-1358578446.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Shamshabad-Greater Hyderabad-2-Bedroom-bhk-for-Sale-spid-T8332447|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Bowenpally|Satellite Township - Bowenpally: Satelite township is located in the fast upcoming district of bowenpally, hyderabad. It has it all to make your li...|3302000|146|2||2013-01-22|http://mediacdn.99acres.com/331/8/6628928T-1354658842.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Bowenpally-Secunderabad-2-Bedroom-bhk-for-Sale-spid-F2658614|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|5 Bedroom, Independent House/Villa in Banjara hills|Independent  house   550 sqyadas  north  face  posh locality   excellent marble flouring  amazing ultra modern features  beautiful property wooden ...|65000000|888|5||2013-01-21||99acres.com|www.99acres.com/Independent-House/Villa-in-Banjara-hills-Hyderabad-5-Bedroom-bhk-for-Sale-spid-S8361545|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Pocharam|2000 sq.Yards  plots for sale at pocharam, Near infosys, Warangal highway.|14000000|2000|0||2013-01-22||99acres.com|www.99acres.com/Residential-Land-in-Pocharam-Hyderabad-for-Sale-spid-I8519485|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Gachibowli|Au constructions is a leading construction company in the twin cities of hyderabad and secunderabad. Au constructions has over twenty years of expe...|0|168|3||2013-01-23|http://mediacdn.99acres.com/3370/346/9/6929140T-1357227784.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Gachibowli-Hyderabad-3-Bedroom-bhk-for-Sale-spid-G8403233|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Shad nagar|100% clear title layout & spot registration.On highway facing.Good developments according to the vasthu.As there are good developments surroundi...|300000|100|0||2013-01-22|http://mediacdn.99acres.com/336/1/6721140T-1354983785.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Shad-nagar-Hyderabad-for-Sale-spid-M8185185|2013-01-23 13:08:12 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Shad nagar|Dtcp approved plots at 6.90 lakhs only in a mega gated community project on banglore high-Way at shadnagar. With life time security and maintanance...|690000|294|0||2013-01-22||99acres.com|www.99acres.com/Residential-Land-in-Shad-nagar-Hyderabad-for-Sale-spid-J8568305|2013-01-23 13:08:12 +0530
